ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,OPMTN_PLACE_NM,FSTVL_BEGIN_DE,FSTVL_END_DE,FSTVL_CN,MNNST_NM,AUSPC_INSTT_NM,SUPRT_INSTT_NM,TEL_NO,HMPG_ADDR,RELATE_INFO_CN,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KC488PO24N000305","행사","행사","삼척종합예술제","강원특별자치도","삼척시","5123011900","성남동","5123057000","성내동","422303224037","강원특별자치도 삼척시 엑스포로 45","25919","마사469389","129.160145","37.43896231","문화예술회관 일원","2023-09-15","2023-09-24","공연+전시","(사)한국예총 삼척지회","(사)한국예총 삼척지회","강원특별자치도 삼척시청","033-570-3225",,"삼척문화예술회관+삼척해수욕장","2024-11-04","4241000","강원특별자치도 삼척시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000306","행사","행사","삼척민족예술제","강원특별자치도","삼척시","5123011900","성남동","5123057000","성내동","422303224037","강원특별자치도 삼척시 엑스포로 45","25919","마사469389","129.160145","37.43896231","문화예술회관 일원","2023-11-04","2023-11-11","융복합극+전시+체험교실","(사)강원민예총 삼척지부","(사)강원민예총 삼척지부","강원특별자치도 삼척시청","033-570-3225",,"삼척문화예술회관+대학로 일원","2024-11-04","4241000","강원특별자치도 삼척시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000307","행사","행사","창녕낙동강유채축제","경상남도","창녕군","4874025321","남지읍 남지리","4874025300","남지읍",,,,"라마882103","128.4715739","35.384715","남지읍 낙동강 유채단지(남지유채단지)+남지체육공원 일원","2025-04-10","2025-04-13","낙동강용왕대제+창녕 농부 아지매 선발대회+미술대회+개막식+20주년 기념콘서트+청소년 유채 가요제+청녕 버스킹+동춘서커스 공연+유채꽃라디엔티어링+블랙이글스에어쇼+드론쇼","(사)창녕낙동강유채축제위원회","경상남도 창녕군청",,"055-530-1523","https://www.cng.go.kr/01659/02136/02137.web",,"2025-02-11","5410000","경상남도 창녕군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000308","행사","행사","산토끼와 따오기가 함께하는 창작동요제","경상남도","창녕군","4874025022","창녕읍 교리","4874025000","창녕읍","487403341033","경상남도 창녕군 창녕읍 군청1길 35","50317","라마898280","128.4902051","35.54473636","창녕문화예술회관 대공연장","2024-07-26","2024-07-27","동요노래부르기 대회+창작동요제","㈜KNN","경상남도 창녕군청",,"055-530-1461","https://www.cng.go.kr/01659/02143/03801.web",,"2025-02-11","5410000","경상남도 창녕군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000309","행사","행사","창녕양파마늘가요제","경상남도","창녕군","4874025030","창녕읍 퇴천리","4874025000","창녕읍","487402341003","경상남도 창녕군 창녕읍 창녕대로 305","50334","라마911254","128.5052804","35.5209401","창녕공설운동장 특설무대","2024-09-07","2024-09-07","경연팀 공연+초대가수공연","MBC경남","경상남도 창녕군청",,"055-530-1461","https://www.cng.go.kr/01659/02141/03799.web",,"2025-02-11","5410000","경상남도 창녕군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000310","행사","행사","2023 영동포도축제","충청북도","영동군","4374025021","영동읍 계산리","4374025000","영동읍","437403243018","충청북도 영동군 영동읍 동정로 1","29140","라마255975","127.7837177","36.1749737","레인보우힐링관광지","2023-08-24","2023-08-27","포도판매장+포도밟기+공연 등","(재)영동축제관광재단+영동포도연합회","충청북도 영동군",,"043-745-8916",,,"2023-12-07","4440000","충청북도 영동군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000311","행사","행사","2023 영동곶감축제","충청북도","영동군","4374025021","영동읍 계산리","4374025000","영동읍","437403243018","충청북도 영동군 영동읍 동정로 1","29140","라마255975","127.7837177","36.1749737","영동체육관 일원","2023-01-06","2023-01-08","곶감판매장터, 체험프로그램 등","(재)영동축제관광재단+영동곶감연합회","충청북도 영동군",,"043-745-8916",,,"2023-12-07","4440000","충청북도 영동군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000312","행사","행사","동두천락페스티벌","경기도","동두천시","4125010900","상봉암동","4125058000","소요동",,,,"다사636933","127.0859118","37.9390556","소요산 주차장 야외특설무대","2024-08-30","2024-08-31","전국락밴드경연 및 락 뮤지션 초청공연","동두천 락페스티벌 조직위원회","경기도 동두천시청 락페스티벌 조직위원회","문화체육관광부+경기도청+경기도 동두천시청","031-860-2105","https://www.ddc.go.kr/tour/contents.do?key=269",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000313","행사","행사","동두천 무형유산 대축제","경기도","동두천시","4125010900","상봉암동","4125058000","소요동",,,,"다사636933","127.0859118","37.9390556","축산물브랜드육타운 야외무대","2024-06-01","2024-06-01","지역의 문화예술 자원개발 및 전통예술의 계승발전","경기도 동두천민요보존회+하봉암도당굿보존회+이담농악보존회+탑동상여회다지 소리 보존회","경기도 동두천시무형문화재연합회","경기도 동두천시청","031-860-3331","https://www.ddc.go.kr/ddc/selectBbsNttView.do?key=105&bbsNo=25&nttNo=130741",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000314","행사","행사","제10회 동두천 국제 트레일러닝 대회","경기도","동두천시","4125010300","생연동","4125056500","불현동","412503189020","경기도 동두천시 어등로 45","11320","다사621889","127.0696882","37.899384","종합운동장","2024-04-27","2024-04-27","천혜의 자연 경관을 바탕으로 명실상부한 국내 최고의 트레일러닝대회","동두천시 체육회","제이쎄노","경기도 동두천시청+동두천시 의회","031-860-2209","http://www.korea50k.com",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000315","행사","행사","DDC할로윈클럽데이","경기도","동두천시","4125010600","보산동","4125055000","보산동","412504367075","경기도 동두천시 상패로216번길 42","11324","다사610907","127.0565068","37.91584622","보산동 한미우호광장","2018-10-27","2018-10-28","할로윈데이를 모티브로 한 젊은층 맞춤형 페스티벌","경기관광공사+경기도미술관","경기도청+경기도 동두천시청","경기도 동두천시의회 등","031-860-2627","http://www.ddc.go.kr",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000316","행사","행사","도봉서원 춘·추향제","서울특별시","도봉구","1132010800","도봉동","1132052100","도봉1동","113204127198","서울특별시 도봉구 도봉산길 90","01300","다사584654","127.0325089","37.6853826","도봉서원","2015-04-28","2015-10-22","분향례, 전폐례, 초헌례, 아헌례, 종헌례, 음복례 등 제례, 추모음악회","서울특별시 도봉구청","서울특별시 도봉구청,(사)도봉서원",,"02-905-4026",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000317","행사","행사","도봉산 산사축제","서울특별시","도봉구",,,,,,,,"다사600633","127.033968","37.6864694","도봉산 일대","2015-10-02","2015-10-03","산사음악회, 영산재, 사찰음식전 등","서울특별시 도봉구청","서울특별시 도봉구청",,"02-905-4026",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000318","행사","행사","도봉구민 건강축제","서울특별시","도봉구","1132010600","방학동","1132069000","방학1동","113203109006","서울특별시 도봉구 마들로 656","01331","다사600633","127.0470496","37.6686287","도봉구청, 중랑천변","2015-10-16","2015-10-17","도봉구민 걷기대회, 장애체험, 가상음주체험, 유방암검진, 신장초음파 검사, 건강관련 패널전시, 건강강좌 등","서울특별시 도봉구청","서울특별시 도봉구청",,"02-2091-4422",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000319","행사","행사","도봉산 산사축제","서울특별시","도봉구",,,,,,,,"다사600633","127.033968","37.6864694","도봉산 일대","2015-10-02","2015-10-03","산사음악회, 영산재, 사찰음식전 등","서울특별시 도봉구청","서울특별시 도봉구청",,"02-905-4026",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000320","행사","행사","도봉구민 건강축제","서울특별시","도봉구","1132010600","방학동","1132069000","방학1동","113203109006","서울특별시 도봉구 마들로 656","01331","다사600633","127.0470496","37.6686287","도봉구청, 중랑천변","2015-10-16","2015-10-17","도봉구민 걷기대회, 장애체험, 가상음주체험, 유방암검진, 신장초음파 검사, 건강관련 패널전시, 건강강좌 등","서울특별시 도봉구청","서울특별시 도봉구청",,"02-2091-4422",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000321","행사","행사","둔내고랭지토마토축제","강원특별자치도","횡성군","5173033022","둔내면 둔방내리","5173033000","둔내면","427303000145","강원특별자치도 횡성군 둔내면 경강로 4708","25265","라사631465","128.2137118","37.516751","둔내종합체육공원","2023-08-12","2023-08-14","토마토풀장+향토음식체험 등","둔내고랭지토마토축제위원회","강원특별자치도 횡성군 둔내면행정복지센터",,"033-340-2774",,,"2023-08-30","4261000","강원특별자치도 횡성군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000322","행사","행사","횡성더덕축제","강원특별자치도","횡성군","5173035024","청일면 유동리","5173035000","청일면","427303226058","강원특별자치도 횡성군 청일면 유동로 17","25254","라사574540","128.1502908","37.58392059","청일면 유동3리 농거리축제장","2023-09-15","2023-09-17","더덕캐기체험+더덕품평회 등","횡성더덕축제위원회","강원특별자치도 횡성군 청일면행정복지센터",,"033-340-2832",,,"2023-08-30","4261000","강원특별자치도 횡성군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000323","행사","행사","안흥찐빵축제","강원특별자치도","횡성군","5173032021","안흥면 안흥리","5173032000","안흥면","427303013031","강원특별자치도 횡성군 안흥면 주천강로 1868","25271","라사580347","128.1554843","37.40978635","안흥찐빵모락모락마을 일원","2023-10-13","2023-10-15","안흥찐빵 시식 및 홍보+농경문화 체험+먹거리장터운영 등","안흥찐빵축제위원회","강원특별자치도 횡성군 안흥면행정복지센터",,"033-340-2742",,,"2023-08-30","4261000","강원특별자치도 횡성군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000324","행사","행사","횡성한우축제","강원특별자치도","횡성군","5173025023","횡성읍 북천리","5173025000","횡성읍","427303226022","강원특별자치도 횡성군 횡성읍 문화체육로 57","25216","라사432442","127.9891498","37.49608715","횡성종합운동장","2023-10-06","2023-10-10","한우구이터+횡성한우 발전포럼+횡성빛축제 등","횡성문화관광재단","강원특별자치도 횡성군청",,"033-340-5712","http://www.happyhanwoofestival.com/",,"2023-08-30","4261000","강원특별자치도 횡성군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000325","행사","행사","횡성호수길축제","강원특별자치도","횡성군","5173025000","횡성읍","5173025000","횡성읍","427304478541","강원특별자치도 횡성군 횡성읍 갑천면 구방5길40",,"라사500497","128.067183","37.545992","횡성 망향의동산 일원","2023-05-05","2023-05-07","호수길 걷기대회, 어린이 그림그리기대회, 스탬프 투어 등","횡성호수길축제위원회","강원특별자치도횡성군공근면행정복지센터","K-Water 횡성원주권지사, 횡성문화관광재단","033-340-2803",,,"2023-08-30","4261000","강원특별자치도 횡성군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000326","행사","행사","횡성회다지소리축제","강원특별자치도","횡성군","5173031025","우천면 정금리","5173031000","우천면","427303226072","강원특별자치도 횡성군 우천면 정포로 37","25245","라사531451","128.1012678","37.50383263","횡성정금민속관 및 회다지소리문화체험관","2023-04-28","2023-04-30","회다지 인형극+원형공개+공연","횡성회다지소리축제위원회","횡성회다지소리전승보존회","횡성군청","033-343-3176",,,"2023-08-30","4261000","강원특별자치도 횡성군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000327","행사","행사","2024 보령 어린이 대축제","충청남도","보령시","4418011000","신흑동","4418056500","대천5동","441804556043","충청남도 보령시 고잠2길55","33489","다바113135","126.5129894","36.3150266","대천해수욕장 머드엑스포광장","2024-05-04","2024-05-06","기념식+축하공연+체헌부스 운영","아주자동차대학교+(재)보령축제관광재단","충청남도 보령시","충청남도 보령시","041-935-1524","https://www.infoamf.com/amc",,"2024-11-08","4510000","충청남도 보령시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000328","행사","행사","제27회 보령머드축제","충청남도","보령시","4418011000","신흑동","4418056500","대천5동","441803252015","충청남도 보령시 머드로 123","33489","다바112135","126.5108313","36.3155044","대천해수욕장","2024-07-19","2024-08-04","머드체험존 등 체험행사+전시판매 홍보행사+공연행사 등","(재)보령축제관광재단","충청남도 보령시","문화체육관광부+한국관광공사+충청남도+한국중부발전","041-930-0891","http://www.mudfestival.or.kr",,"2024-11-08","4510000","충청남도 보령시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000329","행사","행사","제16회 전국해양스포츠제전","충청남도","보령시","4418011000","신흑동","4418056500","대천5동","441803252015","충청남도 보령시 머드로 123","33489","다바112135","126.5108313","36.3155044","대천해수욕장+원산도해수욕장+보령요트경기장","2024-07-31","2024-08-03","환영리셉션+개회식+폐회식+요트경기+카누경기+핀수영경기+철인3종경기","충청남도+보령시+보령시체육회+한국해양소년단연맹+대한체육회 가맹경기단체","해양수산부",,"041-930-3829","http://brnmsg.kr/",,"2024-11-08","4510000","충청남도 보령시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000330","행사","행사","제5회 섬의 날 행사","충청남도","보령시","4418011000","신흑동","4418056500","대천5동","441803252015","충청남도 보령시 머드로 123","33489","다바112135","126.5108313","36.3155044","대천해수욕장 일대","2024-08-08","2024-08-11","기념식+특별 콘서트+전시+프로그램","행정안전부+충청남도","충청남도 보령시",,"041-930-6516","http://2024island.co.kr/",,"2024-11-08","4510000","충청남도 보령시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000331","행사","행사","2024 보령 김축제","충청남도","보령시","4418011000","신흑동","4418056500","대천5동","441803252015","충청남도 보령시 머드로 123","33489","다바112135","126.5108313","36.3155044","대천해수욕장 머드광장","2024-10-26","2024-10-27","개막식+전국노래교실페스티벌+플리마켓+전시행사+판매행사+불꽃놀이","(사)보령김생산자협의회","(사)보령김생산자협의회","보령시","041-930-6761",,,"2024-11-08","4510000","충청남도 보령시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000332","행사","행사","제10회 은행마을 단풍 축제","충청남도","보령시","4418035029","청라면 장현리","4418035000","청라면","441804556416","충청남도 보령시 청라면 오서산길 150-71","33422","다바260257","126.674718","36.4267836","청라면 장현리+은행마을 일원","2024-11-02","2024-11-03","버스킹공연+먹거리장터+관광두레체험+경품추첨","은행마을축제추진위원회","은행마을축제추진위원회",,"070-7845-5060",,,"2024-11-08","4510000","충청남도 보령시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000333","행사","행사","2024 천북 굴축제","충청남도","보령시","4418033024","천북면 장은리","4418033000","천북면","441803252022","충남 보령시 천북면 사호장은로 657","33400","다바094349","126.4892772","36.5075859","천북면 장은리 굴단지 일원","2024-11-16","2024-11-17","개막식+굴시식행사 등","천북굴축제추진위원회","천북굴축제추진위원회","보령시","041-930-0804",,,"2024-11-08","4510000","충청남도 보령시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000334","행사","행사","왕방산 국제MTB대회","경기도","동두천시","4125010300","생연동","4125056500","불현동","412503189020","경기도 동두천시 어등로 45","11320","다사621889","127.0704987","37.90083977","왕방산 일원","2024-10-27","2024-10-27","생활체육 자전거 인구 저변 확대를 위한 국제MTB대회","(사)대한자전거연맹","(사)대한자전거연맹","경기도 동두천시청+경기도 동두천시의회 등","031-860-2209","http://www.ddcsports.kr/main/index.php",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000335","행사","행사","동두천 청소년 별자리과학 축제","경기도","동두천시","4125010300","생연동","4125056500","불현동","412503189020","경기도 동두천시 어등로 45","11320","다사621889","127.0704987","37.90083977","종합운동장","2024-10-19","2024-10-19","경기북부지역 청소년들의 과학과 수학에 대한 자신감과 흥미유발","(사)어수회","경기도청+경기도 동두천시청","경기도 동두천시의회+경기문화재단+동두천양주교육지원청 등","031-860-2857","http://www.ddc.go.kr",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000336","행사","행사","동두천시 자원봉사 축제","경기도","동두천시","4125010200","지행동","4125056600","송내동","412503189031","경기도 동두천시 중앙로 125","11347","다사605881","127.0517461","37.89275541","신시가지 차없는거리 일원","2024-10-12","2024-10-12","자원봉사자와 시민·청소년 모두가 하나되는 나눔의 장","(사)동두천시자원봉사센터","(사)동두천시자원봉사센터","경기도 동두천시의회 등","031-860-2089","http://www.ddc.go.kr",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000337","행사","행사","천사데이기념행사","경기도","동두천시","4125010300","생연동","4125056500","불현동","412503189020","경기도 동두천시 어등로 45","11320","다사621889","127.0696882","37.899384","종합운동장","2024-10-03","2024-10-03","천사운동 본부에서 주관하는 천사데이기념 마라톤대회","(사)희망지킴이 천사운동본부","(사)희망지킴이 천사운동본부","경기도청+경기도 동두천시청+경기도 동두천시의회+한국수자원공사 동두천수도서비스관리단","031-861-1004","http://www.hope1004.org",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000338","행사","행사","상패남산축제","경기도","동두천시","4125011200","상패동","4125060000","상패동","412503189021","경기도 동두천시 어수로 8","11340","다사599895","127.0442776","37.90537169","상패동 행정복지센터 주차장","2024-09-07","2024-09-07","공연+체험+먹거리장터 등","상패동주민자치위원회","경기도청+경기도 동두천시청+상패동행정복지주민센터",,"031-860-3172","http://www.ddc.go.kr",,"2024-11-08","3920000","경기도 동두천시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000339","행사","행사","도봉 과학축전","서울특별시","도봉구","1132010600","방학동","1132069000","방학1동","113203109006","서울특별시 도봉구 마들로 656","01331","다사600633","127.0470496","37.6686287","도봉구청 로비, 아뜨리움, 대강당, 광장 등","2015-10-23","2015-10-28","과학 체험· 전시·교육·이벤트 마당 등","서울특별시 도봉구청","서울특별시 도봉구청",,"02-2091-2316","http://science.dobong.go.kr",,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000340","행사","행사","도봉구 등축제","서울특별시","도봉구",,,,,,,,"다사600633","127.0382005","37.6617028","우이천","2015-09-11","2015-09-30","둘리와 친구들과 어우러지는 범선, 동물친구들 등과 추석을 앞두고 있어 전통춤 시리즈로 구성하여 등 전시","서울특별시 도봉구청","서울특별시 도봉구청",,"02-2091-2254",,,"2018-05-01","3090000","서울특별시 도봉구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000341","행사","행사","(코로나로 일정 미정)해미벚꽃축제","충청남도","서산시","4421039021","해미면 읍내리","4421039000","해미면",,,,"다바142576","126.5397131","36.7125553","해미면 해미천","2021-04-13","2021-04-14","벚꽃축제 및 공연","해미벚꽃축제추진위원회","해미벚꽃축제추진위원회","충청남도 서산시청","041-660-3844","https://www.seosan.go.kr/tour/index.do",,"2022-11-05","4530000","충청남도 서산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000342","행사","행사","(코로나로 일정 미정)지곡 왕산포 서산갯마을축제","충청남도","서산시","4421034025","지곡면 중왕리","4421034000","지곡면","442104562475","충청남도 서산시 지곡면 어름들2길 66","31917","다바005763","126.3845575","36.880442","지곡면 중리포구","2021-06-08","2019-06-09","갯벌 바지락 캐기 체험 및 공연","지곡왕산포서산갯마을축제추진위원회","지곡왕산포서산갯마을축제추진위원회","충청남도 서산시청","041-660-2069","https://www.seosan.go.kr/tour/index.do",,"2022-11-05","4530000","충청남도 서산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000343","행사","행사","류방택 별축제","충청남도","서산시","4421031025","인지면 애정리","4421031000","인지면","442103254051","충청남도 서산시 인지면 무학로 1353-4","32016","다바029593","126.4131813","36.7273718","인지면 류방택천문기상과학관","2022-11-05","2022-11-05","천문과학 관련 체험","(사)금헌류방택기념사업회","(사)금헌류방택기념사업회","충청남도 서산시청","041-661-8009","https://www.seosan.go.kr/tour/index.do",,"2022-11-05","4530000","충청남도 서산시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000344","행사","행사","생거진천문화축제","충청북도","진천군","4375025024","진천읍 읍내리","4375025000","진천읍","437504535151","충청북도 진천군 진천읍 백사천길 17","27849","다바948736","127.4420387","36.86152074","백곡천 둔치 일원","2024-10-04","2024-10-06","문화예술공연","문화축제추진위원회","진천문화원","충청북도 진천군","043-539-3603","www.jincheon.go.kr",,"2024-12-31","4450000","충청북도 진천군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000345","행사","행사","생거진천농다리축제","충청북도","진천군","4375033032","문백면 구산동리","4375033000","문백면","437503245003","충청북도 진천군 문백면 농다리로 1032-11","27863","다바991701","127.4908257","36.82909824","농다리 일원","2024-04-19","2024-04-21","문화예술공연","농다리축제추진위원회","진천문화원","충청북도 진천군","043-539-3603","www.jincheon.go.kr",,"2024-12-31","4450000","충청북도 진천군","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000346","행사","행사","제66회 밀양아리랑대축제","경상남도","밀양시","4827010400","삼문동","4827053000","삼문동",,,,"마마139222","128.7557836","35.4898317","영남루 및 밀양강변일원","2024-05-23","2024-05-26","불꽃놀이+체험+공연","밀양문화관광재단","경상남도 밀양시","문화체육관광부+경상남도+밀양시의회+KBS창원방송총국+밀양문화원+한국예술문화단체총연합회 밀양지회","055-359-4523","https://www.arirang.or.kr/",,"2024-12-12","5360000","경상남도 밀양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000347","행사","행사","제24회 밀양공연예술축제","경상남도","밀양시","4827031029","부북면 가산리","4827031000","부북면","482703336075","경상남도 밀양시 부북면 창밀로 3097-16","50401","마마092270","128.7049056","35.5334321","밀양아리나","2024-07-19","2024-07-28","연극축제","(재)밀양문화재단+밀양공연예술축제추진위원회","경상남도+경상남도 밀양시","밀양시의회+한국문화예술위원회+한국문화예술회관연합회+한국연극협회+경남연극협회+서울연극협회+한국연출가협회+연극배우협회+한국극작가협회+한국연극평론가협회","055-359-4552","www.theatervillage.co.kr",,"2024-12-12","5360000","경상남도 밀양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000348","행사","행사","2024년 밀양 문화유산 야행","경상남도","밀양시","4827010400","삼문동","4827053000","삼문동",,,,"마마139222","128.7557836","35.4898317","영남루 및 밀양강 일원","2024-04-19","2024-04-21","전시+공연+체험","밀양시문화도시센터","경상남도 밀양시","국가유산청",,,,"2024-12-12","5360000","경상남도 밀양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000349","행사","행사","제15회 밀양대추축제","경상남도","밀양시","4827035030","단장면 범도리","4827035000","단장면","482703336067","경상남도 밀양시 단장면 표충로 868","50418","마마278262","128.9104053","35.5237726","단장면 체육공원 일원","2024-10-20","2024-10-22","전시+가요제","밀양대추축제 추진위원회","밀양대추축제 추진위원회","경상남도 밀양시+동밀양농협+밀양시산림조합",,,,"2024-12-12","5360000","경상남도 밀양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000350","행사","행사","제26회 밀양얼음골사과축제","경상남도","밀양시","4827034027","산내면 삼양리","4827034000","산내면",,,,"마마342325","128.9815575","35.5802512","얼음골공영주차장","2024-11-02","2024-11-03","판매+으뜸사과선발+공연","밀양얼음골사과발전협의회","밀양얼음골사과발전협의회","경상남도+경상남도 밀양시+밀양농협","055-356-6458",,,"2024-12-12","5360000","경상남도 밀양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000351","행사","행사","제14회 밀양삼랑진 딸기시배지 축제","경상남도","밀양시","4827025028","삼랑진읍 안태리","4827025000","삼랑진읍","482703336076","경상남도 밀양시 삼랑진읍 천태로 373-21","50466","마마243136","128.8698625","35.4110594","삼랑진읍 일원","2024-03-22","2024-03-24","시음+판매+공연+체험+이벤트","삼랑진딸기시배지발전협의회","삼랑진딸기시배지발전협의회","경상남도 밀양시+밀양시의회+삼랑진농협+한국수력원자력㈜삼랑진양수발전소",,,,"2024-12-12","5360000","경상남도 밀양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000352","행사","행사","초동연가길 코스모스축제","경상남도","밀양시","4827037025","초동면 반월리","4827037000","초동면",,,,"마마064104","128.6722127","35.3840538","초동연가길 일원","2024-10-05","2024-10-06","걷기대회+공연+행사","초동면행정복지센터","초동청년회",,,,,"2024-12-12","5360000","경상남도 밀양시","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000353","행사","행사","2024년 개화산 해맞이행사","서울특별시","강서구","1150011000","개화동","1150064000","방화2동","115004145233","서울특별시 강서구 금낭화로17길 213","07504","다사386538","126.8056463","37.5817059","개화산 정상(방화2동)","2024-01-01","2024-01-01","해맞이축제","서울특별시 강서구","서울특별시 강서구","강서구의회","02-2600-6455",,,"2025-01-06","3150000","서울특별시 강서구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
"KC488PO24N000354","행사","행사","2024년 봄빛 페스타","서울특별시","강서구","1150010900","방화동","1150064100","방화3동","115003115002","서울특별시 강서구 금낭화로 176","07508","다사394537","126.8141158","37.5809353","방화근린공원","2024-04-20","2024-04-20","경관조명전시+플리마켓+버스킹 등","서울특별시 강서구","서울특별시 강서구","서울특별시+강서구의회","02-2600-6455",,,"2025-01-06","3150000","서울특별시 강서구","20250401","문화체육관광부","KC_488_WNTY_CLTFSTVL_2024","20250331"
